Date,Assets,Short-term liabilities,Long-term liabilities,Liabilities,Equity,Name,Month,Default_Point,asset_vol
03/31/2010,42430.7,37017.3,5413.5,28714,8303.3,NYCB,3,32865.64,0.37283452
03/31/2011,41046.9,35506.4,5540.6,28176.43,7329.9,NYCB,3,31841.4,0.381867595
03/31/2012,43038.2,37458.2,5579.9,27307.09,10151.1,NYCB,3,32382.65,0.360469496
03/31/2013,44511.7,38846.1,5665.6,29917.54,8928.6,NYCB,3,34381.82,0.37380878
03/31/2014,47567.5,41824.8,5742.7,30947.44,10877.4,NYCB,3,36386.13,0.359996344
03/31/2015,48251.7,42456.9,5794.8,33112.52,9344.4,NYCB,3,37784.72,0.373826988
03/31/2016,48515.6,42530.8,5984.8,31239,11291.8,NYCB,3,36884.89,0.360300198
03/31/2017,48824.6,42177.2,6647.4,30463.76,11713.5,NYCB,3,36320.49,0.359772864
03/31/2018,49654.9,42874.2,6780.7,29980.4,12893.8,NYCB,3,36427.28,0.350921048
03/31/2019,52131,45502,6629.1,33047.93,12454,NYCB,3,39274.95,0.357856517
03/31/2020,54261.1,47623.7,6637.4,33524.45,14099.3,NYCB,3,40574.08,0.351273219
03/31/2021,57656.9,50860.5,6796.4,35955.36,14905.1,NYCB,3,43407.91,0.349327788
06/30/2005,25204.7,21954.4,3250.3,14070.98,7883.4,NYCB,6,18012.7,0.325751608
06/30/2006,28728.8,25031.7,3697.2,18167.82,6863.8,NYCB,6,21599.73,0.354538683
06/30/2007,29623.8,25662.3,3961.5,20499.56,5162.7,NYCB,6,23080.92,0.381030747
06/30/2008,31083.5,26794.2,4289.3,19505.44,7288.8,NYCB,6,23149.84,0.359848213
06/30/2009,32860.1,28649.5,4210.7,21231.72,7417.7,NYCB,6,24940.59,0.361760868
06/30/2010,42010.7,36564.3,5446.4,28319.18,8245.1,NYCB,6,32441.75,0.374284135
06/30/2011,40602.6,35042.5,5560.1,27805.1,7237.4,NYCB,6,31423.81,0.383255043
06/30/2012,43487.3,37875.8,5611.5,29597.22,8278.6,NYCB,6,33736.52,0.378444842
06/30/2013,44185.8,38497.4,5688.5,29030.36,9467,NYCB,6,33763.87,0.367638246
06/30/2014,48604.8,42843.8,5761,31392.09,11451.7,NYCB,6,37117.92,0.356923569
06/30/2015,48648.5,42833.9,5814.6,32565.49,10268.4,NYCB,6,37699.7,0.366975278
06/30/2016,49035.7,42996.6,6039.1,31023.5,11973.1,NYCB,6,37010.07,0.356400234
06/30/2017,48347.7,41612.9,6734.8,29699.35,11913.5,NYCB,6,35656.12,0.35780291
06/30/2018,50469.2,43679.8,6789.4,30085.98,13593.8,NYCB,6,36882.9,0.346601026
06/30/2019,52776.3,46101.6,6674.7,33820.6,12281,NYCB,6,39961.09,0.360818146
06/30/2020,54210.4,47517.4,6693,33339.86,14177.5,NYCB,6,40428.63,0.351043232
06/30/2021,57469,50553,6916,35947,14606,NYCB,6,43250,0.352183429
09/30/2005,25014.9,21762.6,3252.3,14897.37,6865.3,NYCB,9,18330.01,0.341296365
09/30/2006,28924.3,25212.3,3712,19134.56,6077.7,NYCB,9,22173.42,0.366168807
09/30/2007,30039.9,26008.4,4031.5,17312.14,8696.3,NYCB,9,21660.29,0.336027404
09/30/2008,32139.5,27876.3,4263.2,21164.88,6711.4,NYCB,9,24520.57,0.368675929
09/30/2009,32884.5,28543.9,4340.5,21484.89,7059,NYCB,9,25014.41,0.367110713
09/30/2010,41706.4,36211.1,5495.3,28563.17,7648,NYCB,9,32387.15,0.380182284
09/30/2011,41969,36395.5,5573.6,29162.42,7233,NYCB,9,32778.94,0.385343908
09/30/2012,44093.8,38451.3,5642.5,29074.95,9376.4,NYCB,9,33763.14,0.369374323
09/30/2013,45764.1,40067.1,5697,29026.65,11040.4,NYCB,9,34546.87,0.356240053
09/30/2014,48679.8,42901.8,5778,32226.86,10674.9,NYCB,9,37564.32,0.363452606
09/30/2015,49045.5,43218.6,5826.8,32330.86,10887.8,NYCB,9,37774.75,0.362740532
09/30/2016,49462.6,43372.1,6090.5,31430.3,11941.8,NYCB,9,37401.2,0.356899144
09/30/2017,48457.9,41698.2,6759.7,29784.64,11913.6,NYCB,9,35741.44,0.357949882
09/30/2018,51246.7,44452.6,6794,30812.22,13640.4,NYCB,9,37632.43,0.347230139
09/30/2019,52537.6,45842.6,6695,33017.76,12824.9,NYCB,9,39430.19,0.357072868
09/30/2020,54931.8,48197,6734.7,33344.48,14852.5,NYCB,9,40770.75,0.346862001
09/30/2021,57890,50923,6967,36407,14516,NYCB,9,43665,0.353021478
01/01/2005,45276.7,41981.1,3295.6,40741.2,1239.9,NTRS,1,41361.15,0.403490514
01/01/2006,53413.8,49813,3600.8,46446,3367,NTRS,1,48129.5,0.389412873
01/01/2007,60712.2,56768.3,3943.9,53738.5,3029.8,NTRS,1,55253.4,0.391142257
01/01/2008,67611.2,63102.1,4509.1,59489.2,3612.9,NTRS,1,61295.65,0.392819009
01/01/2009,82053.6,75664.2,6389.4,71041.5,4622.7,NTRS,1,73352.85,0.399914081
01/01/2010,82141.5,75829.4,6312.1,69526.5,6302.9,NTRS,1,72677.95,0.3922908
01/01/2011,83843.9,77013.6,6830.3,72040.5,4973.1,NTRS,1,74527.05,0.400437454
01/01/2012,100223.7,93106.4,7117.3,87914.9,5191.5,NTRS,1,90510.65,0.398377239
01/01/2013,97463.8,89936.8,7527,85742,4194.8,NTRS,1,87839.4,0.404608754
01/01/2014,102947.3,95035.3,7912,89770.9,5264.4,NTRS,1,92403.1,0.401117665
01/01/2015,109946.5,101497.6,8448.9,96700.3,4797.3,NTRS,1,99098.95,0.404646578
01/01/2016,116749.6,108043.7,8705.9,101119.9,6923.8,NTRS,1,104581.8,0.398271896
01/01/2017,123926.9,114156.5,9770.4,106219.5,7937,NTRS,1,110188,0.398698231
01/01/2018,138590.5,128374.3,10216.2,119376.4,8997.9,NTRS,1,123875.35,0.39507974
01/01/2019,132212.5,121704.2,10508.3,118580.5,3123.7,NTRS,1,120142.35,0.41089289
01/01/2020,136828.4,125737.4,11091,121514.5,4222.9,NTRS,1,123625.95,0.411254055
01/01/2021,170003.9,158315.6,11688.3,153402.4,4913.2,NTRS,1,155859,0.404332495
03/31/2005,47761.3,44399.9,3361.4,42691,1708.9,NTRS,3,43545.45,0.399429863
03/31/2006,50195,46491.6,3703.4,43285.7,3205.9,NTRS,3,44888.65,0.392366502
03/31/2007,59532.4,55489,4043.4,52084.4,3404.6,NTRS,3,53786.7,0.39124071
03/31/2008,77480.3,72721.9,4758.4,69103.7,3618.2,NTRS,3,70912.8,0.390995045
03/31/2009,78464.6,71939.9,6524.7,67470,4469.9,NTRS,3,69704.95,0.402451422
03/31/2010,76318.6,69871.5,6447.1,65474.3,4397.2,NTRS,3,67672.9,0.402274364
03/31/2011,92679.2,85751,6928.2,79187.1,6563.9,NTRS,3,82469.05,0.393217444
03/31/2012,91604.3,84381.1,7223.2,79369.9,5011.2,NTRS,3,81875.5,0.402222281
03/31/2013,93156.8,85544.7,7612.1,80509,5035.7,NTRS,3,83026.85,0.404448597
03/31/2014,103832.6,95884.3,7948.3,91503.9,4380.4,NTRS,3,93694.1,0.403547898
03/31/2015,106952,98344.4,8607.6,92574.1,5770.3,NTRS,3,95459.25,0.403256682
03/31/2016,117798.8,108966,8832.8,102053.9,6912.1,NTRS,3,105509.95,0.398826211
03/31/2017,121488.7,111511,9977.7,104615.3,6895.7,NTRS,3,108063.15,0.403040824
03/31/2018,129672.2,119446.2,10226,116526.1,2920.1,NTRS,3,117986.15,0.410382027
03/31/2019,121869.4,111253.2,10616.2,107668.5,3584.7,NTRS,3,109460.85,0.4140061
03/31/2020,161709.2,150829.5,10879.7,146965,3864.5,NTRS,3,148897.25,0.405252397
03/31/2021,163924.1,152466.2,11457.9,148309.1,4157.1,NTRS,3,150387.65,0.405393564
06/30/2005,46255.6,42809.3,3446.3,41123.1,1686.2,NTRS,6,41966.2,0.401786356
06/30/2006,53325.9,49517.5,3808.4,46291.1,3226.4,NTRS,6,47904.3,0.392007953
06/30/2007,59609.7,55382.5,4227.2,52321.7,3060.8,NTRS,6,53852.1,0.394656075
06/30/2008,74806.9,69842.8,4964.1,66124.1,3718.7,NTRS,6,67983.45,0.393187126
06/30/2009,75045.2,68916.5,6128.7,63952.2,4964.3,NTRS,6,66434.35,0.398342285
06/30/2010,80048.9,73429.3,6619.6,68424,5005.3,NTRS,6,70926.65,0.40079832
06/30/2011,97398.3,90372.9,7025.4,83770.2,6602.7,NTRS,6,87071.55,0.393183365
06/30/2012,94455.9,87065.6,7390.3,82308.3,4757.3,NTRS,6,84686.95,0.403742652
06/30/2013,97236,89511.4,7724.6,84183,5328.4,NTRS,6,86847.2,0.401653018
06/30/2014,105761.2,97718.6,8042.6,94416.7,3301.9,NTRS,6,96067.65,0.406559657
06/30/2015,119942.9,111193.6,8749.3,105011.2,6182.4,NTRS,6,108102.4,0.399169188
06/30/2016,121509.6,112558.1,8951.5,103605.5,8952.6,NTRS,6,108081.8,0.394135825
06/30/2017,125605.7,115537.8,10067.9,112369.2,3168.6,NTRS,6,113953.5,0.411289492
06/30/2018,135106.2,124748.6,10357.6,121840.3,2908.3,NTRS,6,123294.45,0.409258991
06/30/2019,126550.9,115745.4,10805.5,111591.1,4154.3,NTRS,6,113668.25,0.412606844
06/30/2020,151432.9,140050.7,11382.2,135183,4867.7,NTRS,6,137616.85,0.408411872
06/30/2021,172291.1,160468.1,11823,156266.8,4201.3,NTRS,6,158367.45,0.405307728
09/30/2005,48427.4,44898.4,3529,43320.2,1578.2,NTRS,9,44109.3,0.401490439
09/30/2006,55200.9,51264.9,3936,47901.5,3363.4,NTRS,9,49583.2,0.39231884
09/30/2007,63098.9,58739.5,4359.4,55532.1,3207.4,NTRS,9,57135.8,0.393983812
09/30/2008,79244,74408,4836,69825.6,4582.4,NTRS,9,72116.8,0.387411037
09/30/2009,77901.5,71678.2,6223.3,66936.9,4741.3,NTRS,9,69307.55,0.399035336
09/30/2010,80723.4,73954.7,6768.7,69507.4,4447.3,NTRS,9,71731.05,0.404121131
09/30/2011,96098.2,88945.4,7152.8,83857,5088.4,NTRS,9,86401.2,0.399781225
09/30/2012,93632.5,86100.3,7532.2,81618.9,4481.4,NTRS,9,83859.6,0.405530061
09/30/2013,95969.5,88152.4,7817.1,83357.7,4794.7,NTRS,9,85755.05,0.404346999
09/30/2014,111153.7,102611.1,8542.6,97757.2,4853.9,NTRS,9,100184.15,0.40371297
09/30/2015,119995.2,111210.7,8784.5,104238.5,6972.2,NTRS,9,107724.6,0.397483246
09/30/2016,120085,110505.2,9579.8,103605.5,6899.7,NTRS,9,107055.35,0.402069456
09/30/2017,131400.2,121235,10165.2,112022.2,9212.8,NTRS,9,116628.6,0.39614766
09/30/2018,132378.5,122014,10364.5,118921.3,3092.7,NTRS,9,120467.65,0.409517102
09/30/2019,124355.8,113544.5,10811.3,109261.8,4282.7,NTRS,9,111403.15,0.413476223
09/30/2020,152082,140502.9,11579.1,135651.3,4851.6,NTRS,9,138077.1,0.408665385
09/30/2021,169085.7,157186.9,11898.8,153498.6,3688.3,NTRS,9,155342.75,0.406816063
2005/1/1,68168,50984,7667,58651,7107,PNC,1,54817.5,0.369556215
2006/1/1,79723,103496,5664,109160,7977,PNC,1,106328,0.75359108
2007/1/1,91954,130650,6797,137447,9153,PNC,1,134048.5,0.853462225
2008/1/1,101820,140035,7595,147630,11673,PNC,1,143832.5,0.860561281
2009/1/1,138920,177931,18392,196323,16508,PNC,1,187127,0.816761069
2010/1/1,291081,394972,42998,437970,27648,PNC,1,416471,0.822449943
2011/1/1,269863,204266,33030,237296,32567,PNC,1,220781,0.397855888
2012/1/1,264284,202657,28789,231446,32838,PNC,1,217051.5,0.40624065
2013/1/1,271205,206878,27081,233959,37246,PNC,1,220418.5,0.413911395
2014/1/1,305107,236177,27165,263342,41765,PNC,1,249759.5,0.41673976
2015/1/1,320192,242396,33759,276155,44037,PNC,1,259275.5,0.412430244
2016/1/1,345072,254092,44906,298998,46074,PNC,1,276545,0.401579255
2017/1/1,358493,265792,46721,312513,45980,PNC,1,289152.5,0.398967391
2018/1/1,366380,270996,48530,319526,46854,PNC,1,295261,0.397714329
2019/1/1,380768,278884,54299,333183,47585,PNC,1,306033.5,0.393176023
2020/1/1,382315,282131,52414,334545,47770,PNC,1,308338,0.396811622
2021/1/1,410295,307652,53300,360952,49343,PNC,1,334302,0.398371789
2005/3/31,74115,102603,7369,109972,7648,PNC,3,106287.5,0.846155484
2006/3/31,83359,117202,7650,124852,8111,PNC,3,121027,0.841694124
2007/3/31,93257,130489,7749,138238,9408,PNC,3,134363.5,0.844008084
2008/3/31,122563,166011,9179,175190,16106,PNC,3,170600.5,0.884511115
2009/3/31,139991,171692,21907,193599,16431,PNC,3,182645.5,0.775228753
2010/3/31,286422,216259,41507,257766,28656,PNC,3,237012.5,0.3817853
2011/3/31,265396,204623,31339,235962,29434,PNC,3,220292.5,0.395763991
2012/3/31,259378,200007,25654,225661,33717,PNC,3,212834,0.411763487
2013/3/31,295883,228404,29243,257647,38236,PNC,3,243025.5,0.411881256
2014/3/31,300812,234337,24397,258734,42078,PNC,3,246535.5,0.420685334
2015/3/31,323423,242444,36061,278505,44918,PNC,3,260474.5,0.410034906
2016/3/31,350960,257865,46657,304522,46438,PNC,3,281193.5,0.400289261
2017/3/31,360985,265298,49359,314657,46328,PNC,3,289977.5,0.396922725
2018/3/31,370944,274858,50183,325041,45903,PNC,3,299949.5,0.394927272
2019/3/31,379161,278695,53431,332126,47035,PNC,3,305410.5,0.393667377
2020/3/31,392837,290254,54008,344262,48575,PNC,3,317258,0.397466634
2021/3/31,445493,334799,61404,396203,49290,PNC,3,365501,0.391205649
2005/6/30,73118,104518,6407,110925,7483,PNC,6,107721.5,0.875330013
2006/6/30,90794,128527,7025,135552,8750,PNC,6,132039.5,0.841184629
2007/6/30,94914,134805,7832,142637,9459,PNC,6,138721,0.857057955
2008/6/30,125651,167195,11763,178958,15874,PNC,6,173076.5,0.858592028
2009/6/30,142771,181305,20545,201850,17117,PNC,6,191577.5,0.812959952
2010/6/30,279754,211835,38452,250287,29467,PNC,6,231061,0.38748014
2011/6/30,261695,193968,36737,230705,30990,PNC,6,212336.5,0.39149999
2012/6/30,263117,203338,24906,228244,34873,PNC,6,215791,0.414890459
2013/6/30,299575,231143,28218,259361,40214,PNC,6,245252,0.413997128
2014/6/30,304415,235703,26771,262474,41941,PNC,6,249088.5,0.417571431
2015/6/30,327064,243047,38224,281271,45793,PNC,6,262159,0.408175958
2016/6/30,353945,258190,49843,308033,45912,PNC,6,283111.5,0.39710884
2017/6/30,361335,264229,50407,314636,46699,PNC,6,289432.5,0.396191056
2018/6/30,372190,274801,51204,326005,46185,PNC,6,300403,0.394218736
2019/6/30,380711,279323,54413,333736,46975,PNC,6,306529.5,0.393432122
2020/6/30,405761,291882,64498,356380,49381,PNC,6,324131,0.389213674
2021/6/30,458978,363326,42704,406030,52948,PNC,6,384678,0.409162097
2005/9/30,77297,102865,6662,109527,7811,PNC,9,106196,0.789574506
2006/9/30,93241,130821,7981,138802,8912,PNC,9,134811.5,0.833320729
2007/9/30,98436,137226,6613,143839,11166,PNC,9,140532.5,0.867479679
2008/9/30,131366,167729,16542,184271,16205,PNC,9,176000,0.818054256
2009/9/30,145610,180657,21450,202107,16288,PNC,9,191382,0.769655435
2010/9/30,271407,204866,34878,239744,31663,PNC,9,222305,0.395337131
2011/9/30,260133,196830,30637,227467,32666,PNC,9,212148.5,0.403087623
2012/9/30,269470,205659,26569,232228,37242,PNC,9,218943.5,0.415104856
2013/9/30,300803,232345,26656,259001,41802,PNC,9,245673,0.417753512
2014/9/30,308597,237545,28232,265777,42820,PNC,9,251661,0.416940068
2015/9/30,334424,247585,40844,288429,45995,PNC,9,268007,0.405488947
2016/9/30,362125,265192,50655,315847,46278,PNC,9,290519.5,0.396268933
2017/9/30,369348,274314,48189,322503,46845,PNC,9,298408.5,0.398564782
2018/9/30,375191,276133,52606,328739,46452,PNC,9,302436,0.392895803
2019/9/30,380080,280502,52476,332978,47102,PNC,9,306740,0.395835527
2020/9/30,408916,302860,56601,359461,49455,PNC,9,331160.5,0.39586582
2021/9/30,461817,369703,38804,408507,53310,PNC,9,389105,0.411826727
01/01/2005,5145.7,4533,612.6,4336.84,196.2,SVB,1,4434.94,0.425422022
01/01/2006,5541.7,4853,688.8,4657.13,195.8,SVB,1,4755.04,0.428155645
01/01/2007,6081.5,5286.9,794.5,4934.46,352.5,SVB,1,5110.69,0.422375776
01/01/2008,6692.5,5775.7,916.8,5049.72,726,SVB,1,5412.71,0.408203076
01/01/2009,10018.3,8706.6,1311.7,7711.15,995.4,SVB,1,8208.86,0.410557808
01/01/2010,12841.4,11367.3,1474.1,10510.64,856.7,SVB,1,10938.96,0.414537935
01/01/2011,17527.8,15779.5,1748.3,14570.22,1209.3,SVB,1,15174.85,0.407113484
01/01/2012,19968.9,17718.5,2250.4,17114.86,603.6,SVB,1,17416.68,0.428566199
01/01/2013,22766.1,20160.9,2605.2,19703.13,457.8,SVB,1,19932.01,0.432584152
01/01/2014,26417.2,23337.9,3079.3,22882.65,455.2,SVB,1,23110.25,0.433626117
01/01/2015,39337.9,35286.1,4051.7,34834.77,451.4,SVB,1,35060.45,0.429987986
01/01/2016,44686.7,41353.5,3333.2,40556.77,796.7,SVB,1,40955.12,0.410350679
01/01/2017,44683.7,40906.6,3777,40110.92,795.7,SVB,1,40508.77,0.416020486
01/01/2018,51214.5,46895.1,4319.4,46199.56,695.5,SVB,1,46547.31,0.416854384
01/01/2019,56928,51663.1,5264.8,50966.67,696.5,SVB,1,51314.9,0.422328446
01/01/2020,71004.9,64383.8,6621.1,63861.78,522,SVB,1,64122.8,0.425918425
01/01/2021,115511,107077.5,8433.5,106025.88,1051.6,SVB,1,106551.7,0.412918298
03/31/2005,5541.7,4853,688.8,4657.13,195.8,SVB,3,4755.04,0.428634212
03/31/2006,5446.3,4721.8,724.5,4524.42,197.4,SVB,3,4623.1,0.430700883
03/31/2007,5847.9,4999.4,848.5,4646.25,353.2,SVB,3,4822.82,0.427149968
03/31/2008,6897.3,5949.4,947.9,5056.23,893.2,SVB,3,5502.82,0.400372156
03/31/2009,10958.8,9666.4,1292.4,8702.2,964.2,SVB,3,9184.28,0.409227383
03/31/2010,14125.2,12576.1,1549.2,11716.38,859.7,SVB,3,12146.23,0.414114881
03/31/2011,18618.3,16771.2,1847,15566.5,1204.7,SVB,3,16168.87,0.408347342
03/31/2012,20818.3,18475.6,2342.7,17873.8,601.8,SVB,3,18174.72,0.428755628
03/31/2013,22796,20133.9,2662.1,19676.75,457.2,SVB,3,19905.35,0.434216912
03/31/2014,29711,26344.1,3367,25889.29,454.8,SVB,3,26116.67,0.432663602
03/31/2015,39696,35418.8,4277.2,34615.84,802.9,SVB,3,35017.3,0.429064372
03/31/2016,43573.9,40062.9,3511,39266.29,796.6,SVB,3,39664.58,0.414262059
03/31/2017,46413.3,42509.9,3903.5,41714.42,795.5,SVB,3,42112.15,0.416208546
03/31/2018,53500.8,48941.1,4559.7,48245.33,695.7,SVB,3,48593.2,0.417237691
03/31/2019,60160.3,54676.5,5483.8,53807.3,869.2,SVB,3,54241.88,0.421033486
03/31/2020,75009.6,67826.4,7183.2,67285.38,541,SVB,3,67555.9,0.428670893
03/31/2021,142346.6,132225.8,10120.8,130600.25,1625.6,SVB,3,131413.04,0.410183911
06/30/2005,5307.8,4676.8,631,4479.32,197.5,SVB,6,4578.07,0.425449581
06/30/2006,5471.7,4750.5,721.2,4552.65,197.8,SVB,6,4651.57,0.430337366
06/30/2007,6605.1,5719,886.1,4880.88,838.1,SVB,6,5299.94,0.398825842
06/30/2008,7309.9,6333.4,976.5,5357.49,975.9,SVB,6,5845.43,0.397342175
06/30/2009,11465.9,10140.7,1325.2,9231.04,909.6,SVB,6,9685.86,0.410712992
06/30/2010,14904,13277,1627,12407.22,869.8,SVB,6,12842.13,0.415809074
06/30/2011,19366.7,17350.7,2016.1,16741.09,609.6,SVB,6,17045.89,0.422373634
06/30/2012,21289.8,18845.4,2444.3,18387.22,458.2,SVB,6,18616.33,0.433046154
06/30/2013,22153.9,19481.8,2672.1,19025.87,455.9,SVB,6,19253.84,0.434492853
06/30/2014,33309,29371,3938,28916.53,454.5,SVB,6,29143.76,0.435783514
06/30/2015,40236.1,37046.6,3189.5,36244.19,802.5,SVB,6,36645.42,0.412443402
06/30/2016,43132.7,39498.9,3633.8,38702.53,796.3,SVB,6,39100.7,0.417049992
06/30/2017,48400.4,44360.3,4040,43610.92,749.4,SVB,6,43985.63,0.416297009
06/30/2018,55867.7,51062.9,4804.8,50366.93,696,SVB,6,50714.92,0.417885275
06/30/2019,63773.7,58067.6,5706.2,57197.02,870.5,SVB,6,57632.29,0.420963792
06/30/2020,85731,78262.7,7468.3,77204.57,1058.1,SVB,6,77733.62,0.421983904
06/30/2021,163399,151432,11967,149321,2111,SVB,6,150376.5,0.411765579
09/30/2005,5369.1,4713.9,655.2,4517.67,196.2,SVB,9,4615.79,0.426673278
09/30/2006,5873.1,5120.6,752.5,4921.23,199.4,SVB,9,5020.93,0.430171616
09/30/2007,6304.1,5395.3,908.8,4539.95,855.4,SVB,9,4967.64,0.398951899
09/30/2008,8070.9,7015.3,1055.7,6033.35,981.9,SVB,9,6524.32,0.400776169
09/30/2009,12538.6,11145.8,1392.8,10279.08,866.7,SVB,9,10712.46,0.412362017
09/30/2010,15660.1,13963.8,1696.3,12737.96,1225.8,SVB,9,13350.87,0.409170272
09/30/2011,19195.4,17003,2192.3,16393.48,609.6,SVB,9,16698.26,0.428312026
09/30/2012,21576.9,19021.6,2555.3,18563.27,458.3,SVB,9,18792.43,0.434575376
09/30/2013,23740.9,20817.2,2923.6,20361.48,455.7,SVB,9,20589.35,0.43621078
09/30/2014,36041,32101,3940,31647.23,453.8,SVB,9,31874.11,0.431982717
09/30/2015,41731,38416.8,3314.2,37619.54,797.2,SVB,9,38018.15,0.412840607
09/30/2016,43274,39550.7,3723.3,38754.75,796,SVB,9,39152.73,0.417659301
09/30/2017,50754.3,46557,4197.3,45807.37,749.6,SVB,9,46182.18,0.415916227
09/30/2018,58139.7,53069.7,5070,52373.47,696.2,SVB,9,52721.58,0.418507736
09/30/2019,68231.2,62182.8,6048.5,61303.99,878.8,SVB,9,61743.38,0.421146306
09/30/2020,96916.8,88949.4,7967.4,87872.09,1077.3,SVB,9,88410.74,0.418770122
09/30/2021,190996,176327,14669,174012,2315,SVB,9,175169.5,0.413976475
01/01/2005,47133,42747,4386,42162,585,SCHW,1,42454.5,0.420494705
01/01/2006,47351,42901,4450,42439,462,SCHW,1,42670,0.421311997
01/01/2007,48992,43984,5008,43639,345,SCHW,1,43811.5,0.42640458
01/01/2008,42286,38554,3732,37655,899,SCHW,1,38104.5,0.415670271
01/01/2009,51675,47614,4061,46731,883,SCHW,1,47172.5,0.411957351
01/01/2010,75431,70358,5073,68846,1512,SCHW,1,69602,0.402528471
01/01/2011,92568,86342,6226,84336,2006,SCHW,1,85339,0.402361911
01/01/2012,108553,100839,7714,98838,2001,SCHW,1,99838.5,0.407938665
01/01/2013,133637,124048,9589,122416,1632,SCHW,1,123232,0.409953444
01/01/2014,143642,133261,10381,131358,1903,SCHW,1,132309.5,0.409144488
01/01/2015,154642,142839,11803,140940,1899,SCHW,1,141889.5,0.413502196
01/01/2016,183705,170303,13402,167426,2877,SCHW,1,168864.5,0.40986984
01/01/2017,223383,206962,16421,204086,2876,SCHW,1,205524,0.410322879
01/01/2018,243274,224749,18525,219996,4753,SCHW,1,222372.5,0.409837151
01/01/2019,296482,275812,20670,268934,6878,SCHW,1,272373,0.404583032
01/01/2020,294005,272260,21745,264436,7824,SCHW,1,268348,0.407944352
01/01/2021,549009,492949,56060,478648,14301,SCHW,1,485798.5,0.425574589
03/31/2005,46405,42130,4275,41553,577,SCHW,3,41841.5,0.419845301
03/31/2006,47622,42990,4632,42481,509,SCHW,3,42735.5,0.422128368
03/31/2007,47278,42343,4935,41956,387,SCHW,3,42149.5,0.427467455
03/31/2008,44551,40989,3562,40086,903,SCHW,3,40537.5,0.410705258
03/31/2009,54898,50597,4301,49781,816,SCHW,3,50189,0.412092056
03/31/2010,78337,72666,5671,71357,1309,SCHW,3,72011.5,0.406897899
03/31/2011,94883,88396,6487,86391,2005,SCHW,3,87393.5,0.40338388
03/31/2012,111482,103145,8337,101145,2000,SCHW,3,102145,0.410447992
03/31/2013,133324,123548,9776,121917,1631,SCHW,3,122732.5,0.41144003
03/31/2014,144066,133251,10815,131349,1902,SCHW,3,132300,0.411042822
03/31/2015,160169,148011,12158,145116,2895,SCHW,3,146563.5,0.410997811
03/31/2016,190998,176485,14513,173608,2877,SCHW,3,175046.5,0.412208164
03/31/2017,227061,210079,16982,206561,3518,SCHW,3,208320,0.410670235
03/31/2018,248320,228990,19330,224862,4128,SCHW,3,226926,0.411463013
03/31/2019,282815,261190,21625,253790,7400,SCHW,3,257490,0.408386348
03/31/2020,370779,344509,26270,335987,8522,SCHW,3,340248,0.408001731
03/31/2021,563457,507863,55594,490165,17698,SCHW,3,499014,0.421166665
06/30/2005,46475,42157,4318,41592,565,SCHW,6,41874.5,0.420278276
06/30/2006,46866,42264,4602,41798,466,SCHW,6,42031,0.422986263
06/30/2007,49004,43930,5074,43546,384,SCHW,6,43738,0.426982635
06/30/2008,48360,44469,3891,43587,882,SCHW,6,44028,0.411316612
06/30/2009,62261,57647,4614,56087,1560,SCHW,6,56867,0.405877792
06/30/2010,82295,76416,5879,75108,1308,SCHW,6,75762,0.407479025
06/30/2011,97572,90838,6734,88834,2004,SCHW,6,89836,0.404643287
06/30/2012,111816,102706,9110,100707,1999,SCHW,6,101706.5,0.415446811
06/30/2013,135907,126187,9720,124557,1630,SCHW,6,125372,0.409051689
06/30/2014,143401,132231,11170,130330,1901,SCHW,6,131280.5,0.413022626
06/30/2015,163627,151204,12423,149245,1959,SCHW,6,150224.5,0.412585953
06/30/2016,198052,183062,14990,180186,2876,SCHW,6,181624,0.412674303
06/30/2017,220601,203112,17489,199594,3518,SCHW,6,201353,0.413483673
06/30/2018,261882,241785,20097,235996,5789,SCHW,6,238890.5,0.409140262
06/30/2019,276321,255001,21320,246967,8034,SCHW,6,250984,0.408633024
06/30/2020,400484,369669,30815,361143,8526,SCHW,6,365406,0.412762769
06/30/2021,574532,517082,57450,498374,18708,SCHW,6,507728,0.422085867
09/30/2005,45373,41024,4349,40487,537,SCHW,9,40755.5,0.421675104
09/30/2006,47140,42506,4634,42065,441,SCHW,9,42285.5,0.423791721
09/30/2007,39309,35915,3394,35290,625,SCHW,9,35602.5,0.414960173
09/30/2008,52760,48697,4063,47816,881,SCHW,9,48256.5,0.409546648
09/30/2009,67984,63081,4903,61565,1516,SCHW,9,62323,0.405472374
09/30/2010,87298,81263,6035,79255,2008,SCHW,9,80259,0.404275468
09/30/2011,102906,95251,7655,93249,2002,SCHW,9,94250,0.40947963
09/30/2012,117658,108193,9465,106417,1776,SCHW,9,107305,0.415318303
09/30/2013,140211,130158,10053,128254,1904,SCHW,9,129206,0.408776282
09/30/2014,147444,135971,11473,134071,1900,SCHW,9,135021,0.41337419
09/30/2015,170402,157206,13196,154313,2893,SCHW,9,155759.5,0.412182901
09/30/2016,209337,193867,15470,190991,2876,SCHW,9,192429,0.411186882
09/30/2017,230714,212687,18027,209419,3268,SCHW,9,211053,0.413156785
09/30/2018,272102,251268,20834,245478,5790,SCHW,9,248373,0.40901568
09/30/2019,278987,257633,21354,250206,7427,SCHW,9,253919.5,0.409382561
09/30/2020,419355,388024,31331,380188,7836,SCHW,9,384106,0.411579827
09/30/2021,607548,550106,57442,530576,19530,SCHW,9,540341,0.418753937
